simulation_name,empty_cells,seed_cells,watered_cells,total_changes,total_tasks,total_reloads,drone0_threshold,drone0_speciality,drone1_threshold,drone1_speciality,drone2_threshold,drone2_speciality,drone3_threshold,drone3_speciality,drone4_threshold,drone4_speciality,drone5_threshold,drone5_speciality
01-14-07-39-01,0,0,0,0,0,0,5.00,3,5.00,3,5.00,3,5.00,3,5.00,3,5.00,3
01-14-07-39-01,22,24,18,6,6,0,5.00,1,6.33,2,7.67,3,13.67,2,5.00,3,9.67,3
01-14-07-39-01,22,24,18,6,6,0,5.00,1,6.33,2,7.67,3,13.67,2,5.00,3,9.67,3
01-14-07-39-01,26,24,14,6,11,2,7.67,1,6.33,2,7.67,3,12.33,1,5.00,3,9.67,3
01-14-07-39-01,27,24,13,8,13,2,9.00,1,6.33,2,7.67,3,5.67,1,5.00,3,9.67,3
01-14-07-39-01,27,22,15,12,13,2,9.00,1,6.33,2,5.00,3,5.67,1,6.33,3,7.00,3
01-14-07-39-01,27,22,15,12,14,4,9.00,1,6.33,2,5.00,3,5.67,1,6.33,3,7.00,3
01-14-07-39-01,29,22,13,12,16,7,6.33,1,6.33,2,5.00,3,7.00,1,6.33,3,7.00,3
01-14-07-39-01,27,23,14,14,20,7,6.33,1,7.67,2,5.67,3,7.00,1,5.67,2,7.67,3
01-14-07-39-01,27,23,14,15,24,7,5.00,1,9.00,2,6.33,3,7.67,1,5.00,2,8.33,3
01-14-07-39-01,26,22,16,18,25,8,5.00,1,5.67,2,9.00,3,7.67,1,5.67,2,5.00,3
01-14-07-39-01,26,21,17,18,27,10,5.00,1,5.67,2,9.67,3,7.67,1,5.67,2,5.67,3
01-14-07-39-01,26,22,16,19,29,11,5.67,1,6.33,2,9.67,3,8.33,1,6.33,2,5.67,3
01-14-07-39-01,24,24,16,23,32,11,5.00,3,11.67,2,11.00,3,9.00,1,5.00,2,7.00,3
01-14-07-39-01,23,25,16,23,34,11,5.00,3,12.33,2,11.00,3,9.00,1,5.67,2,7.00,3
01-14-07-39-01,24,26,14,24,37,14,5.00,3,9.00,1,11.00,3,11.00,1,6.33,2,7.00,3
01-14-07-39-01,22,28,14,24,39,16,5.00,3,9.00,1,11.00,3,11.00,1,5.00,2,7.00,3
01-14-07-39-01,20,30,14,26,42,16,5.00,3,9.00,1,11.00,3,7.00,2,9.00,2,5.00,2
01-14-07-39-01,18,31,15,29,44,18,5.00,3,9.00,1,13.00,3,8.33,2,10.33,2,6.33,2
01-14-07-39-01,19,30,15,30,45,19,5.67,3,9.67,1,13.67,1,8.33,2,10.33,2,6.33,2
01-14-07-39-01,19,30,15,30,48,20,5.67,3,9.67,1,13.67,1,8.33,2,10.33,2,6.33,2
01-14-07-39-01,18,29,17,34,49,21,5.67,3,9.67,1,13.67,1,9.67,2,5.00,2,7.67,2
01-14-07-39-01,17,29,18,35,52,22,6.33,3,9.67,1,13.67,1,10.33,2,5.67,2,7.67,3
01-14-07-39-01,19,29,16,35,54,23,6.33,3,11.67,1,7.67,1,10.33,2,5.67,2,7.67,3
01-14-07-39-01,20,29,15,37,58,23,7.67,3,13.67,1,9.67,1,5.00,1,6.33,2,5.00,3
01-14-07-39-01,20,27,17,41,58,24,5.67,3,13.67,1,9.67,1,5.00,1,6.33,2,5.00,2
01-14-07-39-01,20,27,17,41,58,25,5.67,3,13.67,1,9.67,1,5.00,1,6.33,2,5.00,2
01-14-07-39-01,20,27,17,41,60,29,5.67,3,13.67,1,9.67,1,5.00,1,6.33,2,5.00,2
01-14-07-39-01,18,27,19,44,63,29,7.67,3,13.67,1,9.67,1,5.00,1,8.33,2,5.00,2
01-14-07-39-01,15,30,19,46,66,29,7.67,3,13.67,1,9.67,1,5.00,1,6.33,2,7.00,2
01-14-07-39-01,15,29,20,47,67,32,8.33,3,13.67,1,9.67,1,5.00,1,6.33,2,7.00,2
01-14-07-39-01,16,30,18,48,72,32,8.33,3,15.00,1,7.00,1,6.33,1,5.00,2,8.33,2
01-14-07-39-01,17,28,19,50,74,33,9.67,3,15.67,1,7.67,1,5.00,1,5.00,2,8.33,2
01-14-07-39-01,17,28,19,52,75,33,6.33,3,17.00,1,5.00,1,6.33,1,7.00,2,5.00,2
01-14-07-39-01,17,28,19,53,76,35,6.33,3,17.00,1,5.00,1,6.33,1,7.00,2,5.00,2
01-14-07-39-01,17,27,20,54,77,37,7.67,3,14.33,3,5.00,1,6.33,1,7.00,2,5.00,2
01-14-07-39-01,16,27,21,56,80,39,8.33,3,15.00,3,5.00,1,6.33,1,7.67,2,5.67,2
01-14-07-39-01,16,25,23,56,84,39,9.67,3,16.33,3,5.00,1,6.33,1,7.67,2,5.67,2
01-14-07-39-01,17,26,21,58,87,39,10.33,1,15.00,1,7.00,1,6.33,1,5.00,2,5.67,2
01-14-07-39-01,17,25,22,59,90,40,10.33,1,15.00,1,7.00,1,6.33,1,5.00,2,5.67,2
01-14-07-39-01,18,23,23,61,90,41,9.00,3,15.67,1,7.67,1,7.00,1,5.00,2,5.67,2
01-14-07-39-01,19,23,22,61,93,43,9.00,3,16.33,1,8.33,1,7.67,1,5.00,2,5.67,2
01-14-07-39-01,20,23,21,63,96,43,9.67,1,10.33,1,10.33,1,5.00,3,5.67,2,6.33,2
01-14-07-39-01,20,22,22,65,97,43,9.67,1,10.33,1,5.00,3,7.00,3,5.67,2,6.33,2
01-14-07-39-01,20,21,23,66,98,45,9.67,1,10.33,1,5.67,3,7.67,3,5.67,2,6.33,2
01-14-07-39-01,19,21,24,66,102,48,9.67,1,10.33,1,7.67,3,5.00,3,6.33,2,5.00,2
01-14-07-39-01,17,21,26,70,104,48,9.67,1,10.33,1,5.00,3,7.67,3,9.67,2,5.00,2
01-14-07-39-01,16,22,26,70,107,49,9.67,1,10.33,1,5.00,3,7.67,3,6.33,2,5.67,2
01-14-07-39-01,16,22,26,72,110,51,10.33,1,11.00,1,5.67,3,6.33,1,7.00,2,6.33,2
01-14-07-39-01,17,22,25,73,113,51,7.67,1,12.33,1,7.00,3,7.67,1,7.67,2,7.00,2
01-14-07-39-01,18,21,25,77,114,52,8.33,1,13.00,1,7.67,3,5.00,1,7.67,2,7.00,2
01-14-07-39-01,18,20,26,78,116,52,8.33,1,13.00,1,8.33,3,5.00,1,7.67,2,7.00,2
01-14-07-39-01,20,19,25,79,117,56,9.67,1,10.33,1,9.00,3,6.33,1,7.67,2,7.00,2
01-14-07-39-01,20,19,25,79,120,56,9.67,1,10.33,1,9.00,3,6.33,1,7.67,2,7.00,2
01-14-07-39-01,19,17,28,83,121,57,9.67,1,10.33,1,10.33,1,6.33,1,8.33,2,6.33,3
01-14-07-39-01,19,17,28,83,123,58,9.67,1,10.33,1,10.33,1,6.33,1,8.33,2,6.33,3
01-14-07-39-01,19,17,28,83,127,59,10.33,1,11.00,1,7.00,1,7.00,1,9.00,2,5.00,2
01-14-07-39-01,19,17,28,86,129,59,11.67,1,12.33,1,8.33,1,5.00,1,9.67,2,5.67,2
01-14-07-39-01,19,15,30,88,131,59,6.33,3,12.33,1,8.33,1,5.00,1,9.67,2,5.67,2
01-14-07-39-01,22,15,27,88,133,60,6.33,3,10.33,1,10.33,1,7.00,1,9.67,2,5.67,2
01-14-07-39-01,22,14,28,91,134,61,7.67,3,10.33,1,7.00,3,7.00,1,9.67,2,5.67,2
01-14-07-39-01,22,15,27,92,136,62,7.67,3,11.67,1,7.00,3,8.33,1,10.33,2,6.33,2
01-14-07-39-01,23,14,27,94,138,63,8.33,3,12.33,1,7.67,3,5.00,1,10.33,2,6.33,2
01-14-07-39-01,23,14,27,96,140,64,9.00,3,13.00,1,8.33,3,5.67,1,11.00,2,7.00,2
01-14-07-39-01,22,15,27,97,141,65,9.00,3,13.00,1,8.33,3,5.67,1,11.67,2,7.67,2
01-14-07-39-01,21,16,27,99,143,67,9.00,3,13.00,1,8.33,3,5.67,1,13.00,2,9.00,2
01-14-07-39-01,22,15,27,100,147,67,9.67,3,9.67,1,9.00,3,6.33,1,13.00,2,6.33,3
01-14-07-39-01,24,15,25,102,149,68,5.67,1,13.67,1,5.67,3,10.33,1,13.67,2,7.00,3
01-14-07-39-01,23,16,25,104,151,70,5.67,1,13.67,1,5.67,3,10.33,1,15.00,2,7.00,3
01-14-07-39-01,23,17,24,104,153,71,6.33,1,14.33,1,5.67,3,11.00,1,16.33,2,7.00,3
01-14-07-39-01,24,18,22,106,157,72,9.00,1,9.00,1,5.67,3,13.67,2,18.33,2,7.00,3
01-14-07-39-01,26,17,21,107,159,72,11.00,3,6.33,1,6.33,3,13.67,2,18.33,2,7.67,3
01-14-07-39-01,26,18,20,108,161,73,5.00,1,8.33,1,6.33,3,10.33,2,19.00,2,7.67,3
01-14-07-39-01,25,18,21,111,164,74,5.00,1,8.33,1,7.00,3,11.00,2,19.67,2,8.33,3
01-14-07-39-01,26,17,21,112,165,74,7.00,1,10.33,1,7.67,3,11.00,2,17.67,1,5.00,3
01-14-07-39-01,26,18,20,114,167,76,7.67,1,11.00,1,7.67,3,11.67,2,18.33,1,5.00,3
01-14-07-39-01,26,19,19,115,170,76,9.67,1,13.00,1,7.67,3,12.33,2,8.33,1,5.00,3
01-14-07-39-01,27,18,19,117,171,78,10.33,1,13.67,1,8.33,3,12.33,2,9.00,1,5.00,3
01-14-07-39-01,27,19,18,118,174,79,11.00,1,14.33,1,8.33,3,13.67,2,9.67,1,5.00,3
01-14-07-39-01,27,17,20,121,174,81,11.00,1,14.33,1,10.33,3,13.67,2,9.67,1,5.67,3
01-14-07-39-01,26,18,20,122,176,82,11.00,1,14.33,1,10.33,3,10.33,2,9.67,1,5.67,3
01-14-07-39-01,26,17,21,123,177,85,11.00,1,14.33,1,7.00,3,10.33,2,9.67,1,6.33,3
01-14-07-39-01,26,17,21,124,182,85,11.67,1,11.00,1,7.67,3,11.00,2,10.33,1,7.00,3
01-14-07-39-01,26,18,20,127,184,85,13.00,1,12.33,1,8.33,3,5.67,2,11.67,1,7.67,3
01-14-07-39-01,27,18,19,128,185,86,13.00,3,13.00,1,8.33,3,5.67,2,12.33,1,7.67,3
01-14-07-39-01,28,19,17,130,188,87,11.00,1,10.33,1,8.33,3,6.33,2,13.67,1,7.67,3
01-14-07-39-01,28,19,17,132,188,88,11.00,1,10.33,1,8.33,3,6.33,2,13.67,1,7.67,3
01-14-07-39-01,29,19,16,132,191,89,11.67,1,11.00,1,8.33,3,6.33,2,14.33,1,7.67,3
01-14-07-39-01,29,19,16,134,194,91,5.00,1,12.33,1,9.00,3,5.00,2,15.67,1,5.00,3
01-14-07-39-01,29,20,15,135,195,91,5.67,1,13.00,1,9.00,3,5.67,2,12.33,1,5.00,3
01-14-07-39-01,29,21,14,137,197,92,5.00,1,13.67,1,9.00,3,6.33,2,13.00,1,5.00,3
01-14-07-39-01,28,21,15,139,200,93,5.00,1,13.67,1,9.67,3,7.00,2,13.00,1,5.67,3
01-14-07-39-01,29,20,15,140,202,94,5.67,1,14.33,1,6.33,3,7.00,2,13.67,1,6.33,3
01-14-07-39-01,28,20,16,142,204,96,5.67,1,14.33,1,7.00,3,7.67,2,13.67,1,5.00,3
01-14-07-39-01,28,21,15,142,206,96,5.00,1,15.67,1,7.00,3,9.00,2,15.00,1,5.00,3
01-14-07-39-01,27,22,15,143,208,98,5.00,1,16.33,1,7.67,3,7.00,2,15.67,1,5.67,3
01-14-07-39-01,27,22,15,144,211,99,5.00,1,16.33,1,7.67,3,7.00,2,15.67,1,5.67,3
01-14-07-39-01,24,24,16,147,213,99,5.00,1,16.33,1,8.33,3,5.67,2,15.67,1,6.33,3
01-14-07-39-01,25,25,14,148,216,101,6.33,1,17.67,1,8.33,3,7.00,2,13.00,1,6.33,3
01-14-07-39-01,26,24,14,149,219,101,7.67,1,19.00,1,9.00,3,7.00,2,14.33,1,7.00,3
01-14-07-39-01,25,24,15,151,221,101,7.67,1,19.00,1,9.67,3,9.00,2,14.33,1,5.00,3
01-14-07-39-01,23,25,16,153,224,102,7.67,1,16.33,2,10.33,3,11.00,2,14.33,1,5.67,3
01-14-07-39-01,24,24,16,154,225,103,8.33,1,16.33,2,11.00,3,11.00,2,15.00,1,6.33,3
01-14-07-39-01,22,26,16,155,227,105,8.33,1,17.67,2,9.67,2,12.33,2,15.00,1,6.33,3
01-14-07-39-01,21,26,17,156,230,106,8.33,1,18.33,2,10.33,2,13.00,2,15.00,1,7.00,3
01-14-07-39-01,20,26,18,158,232,108,8.33,1,19.00,2,8.33,3,9.67,2,15.00,1,7.67,3
01-14-07-39-01,21,25,18,158,235,108,9.00,1,16.33,1,9.67,3,9.67,2,15.67,1,5.00,3
01-14-07-39-01,21,24,19,162,236,109,9.67,1,15.67,2,5.67,3,10.33,2,12.33,1,7.00,3
01-14-07-39-01,20,25,19,164,237,109,9.67,1,17.00,2,5.67,3,11.67,2,12.33,1,7.00,3
01-14-07-39-01,20,25,19,164,237,113,9.67,1,17.00,2,5.67,3,11.67,2,12.33,1,7.00,3
01-14-07-39-01,21,25,18,164,243,114,10.33,1,17.00,2,5.67,3,11.67,2,13.00,1,7.00,3
01-14-07-39-01,18,28,18,168,245,114,11.00,1,14.33,1,7.00,3,15.67,2,13.67,1,8.33,3
01-14-07-39-01,17,29,18,170,246,114,11.00,1,14.33,1,7.00,3,16.33,2,13.67,1,8.33,3
01-14-07-39-01,19,29,16,170,247,117,5.00,1,16.33,1,7.00,3,16.33,2,15.67,1,8.33,3
01-14-07-39-01,19,29,16,172,250,118,5.00,1,16.33,1,7.00,3,16.33,2,15.67,1,8.33,3
01-14-07-39-01,18,27,19,175,252,118,5.00,1,16.33,1,6.33,3,11.00,3,15.67,1,11.67,3
01-14-07-39-01,18,26,20,176,252,121,5.00,1,16.33,1,7.00,3,11.67,3,15.67,1,8.33,3
01-14-07-39-01,19,26,19,176,254,122,5.00,1,18.33,2,7.00,3,11.67,3,17.67,1,8.33,3
01-14-07-39-01,16,29,19,179,256,123,5.00,1,13.00,2,7.00,3,11.67,3,17.67,1,8.33,3
01-14-07-39-01,14,31,19,181,260,123,5.00,1,14.33,2,7.00,3,11.67,3,17.67,1,8.33,3
01-14-07-39-01,15,32,17,182,261,125,5.00,1,15.00,2,7.00,3,11.67,3,19.00,1,8.33,3
01-14-07-39-01,16,32,16,184,263,126,5.67,1,15.00,2,7.00,3,11.67,3,19.67,2,8.33,3
01-14-07-39-01,16,31,17,184,266,126,5.67,1,15.00,2,7.67,3,12.33,3,19.67,2,9.00,3
01-14-07-39-01,16,28,20,188,266,128,5.67,1,15.00,2,9.67,3,14.33,3,19.67,2,7.00,3
01-14-07-39-01,16,28,20,188,270,128,5.67,1,15.00,2,9.67,3,14.33,3,19.67,2,7.00,3
01-14-07-39-01,18,26,20,188,271,130,7.00,1,15.00,2,11.67,3,16.33,3,19.67,2,9.00,3
01-14-07-39-01,17,26,21,192,273,130,7.00,1,15.67,2,11.67,2,17.67,3,20.33,2,10.33,3
01-14-07-39-01,16,26,22,193,275,131,7.00,1,17.00,2,5.00,2,19.67,3,21.00,1,12.33,3
01-14-07-39-01,16,25,23,194,275,134,7.00,1,17.00,2,5.00,2,16.33,3,21.00,1,13.00,3
01-14-07-39-01,14,27,23,195,279,135,7.00,1,17.67,1,6.33,2,16.33,3,19.00,2,13.00,3
01-14-07-39-01,13,26,25,197,281,136,7.00,1,17.67,1,7.00,2,17.67,3,19.67,2,10.33,3
01-14-07-39-01,14,26,24,198,285,136,8.33,1,15.00,1,7.67,2,18.33,3,20.33,2,11.00,3
01-14-07-39-01,15,25,24,200,287,137,5.00,1,15.67,1,7.67,2,15.00,3,20.33,2,11.67,3
01-14-07-39-01,17,24,23,202,290,137,7.00,1,9.67,1,7.67,2,15.67,3,20.33,2,12.33,3
01-14-07-39-01,17,23,24,204,290,139,7.00,1,9.67,1,7.67,2,9.00,3,20.33,2,13.67,3
01-14-07-39-01,17,23,24,205,292,139,7.00,1,9.67,1,7.67,2,9.00,3,20.33,2,13.67,3
01-14-07-39-01,19,22,23,206,294,140,9.00,1,11.67,1,7.67,2,5.00,3,20.33,2,15.67,3
01-14-07-39-01,20,21,23,207,296,141,11.00,1,13.67,1,7.67,2,5.67,3,20.33,2,12.33,3
01-14-07-39-01,18,22,24,211,298,143,11.00,1,13.67,1,9.00,2,6.33,3,21.67,2,13.00,3
01-14-07-39-01,18,22,24,211,300,144,11.00,1,13.67,1,9.00,2,6.33,3,21.67,2,13.00,3
01-14-07-39-01,17,22,25,213,301,147,11.00,1,13.67,1,9.67,2,7.00,3,22.33,2,13.67,3
01-14-07-39-01,15,24,25,213,304,148,11.00,1,13.67,1,11.00,2,7.00,3,19.67,2,13.67,3
01-14-07-39-01,14,23,27,215,308,148,11.00,1,13.67,1,11.67,2,9.00,3,20.33,2,11.67,3
01-14-07-39-01,16,21,27,217,310,148,8.33,1,15.00,1,11.67,2,11.00,3,20.33,2,13.67,3
01-14-07-39-01,18,20,26,217,312,149,9.67,1,16.33,1,11.67,2,7.67,3,20.33,2,14.33,3
01-14-07-39-01,19,20,25,218,315,150,10.33,1,17.00,1,11.67,2,7.67,3,20.33,2,14.33,3
01-14-07-39-01,18,19,27,223,316,150,10.33,1,17.00,1,12.33,2,9.00,3,21.00,2,11.67,3
01-14-07-39-01,19,19,26,223,317,152,5.00,1,18.33,1,12.33,2,9.00,3,21.00,2,11.67,3
01-14-07-39-01,19,19,26,223,318,155,5.00,1,18.33,1,12.33,2,9.00,3,21.00,2,11.67,3
01-14-07-39-01,18,19,27,226,321,155,5.00,1,18.33,1,9.00,2,10.33,3,21.67,2,13.00,3
01-14-07-39-01,18,17,29,228,323,156,5.00,1,18.33,1,9.00,2,12.33,3,21.67,2,15.00,3
01-14-07-39-01,19,16,29,228,325,157,5.67,1,15.00,1,9.00,2,9.00,3,21.67,2,15.67,3
01-14-07-39-01,20,16,28,230,328,158,7.00,1,16.33,1,9.67,2,10.33,3,22.33,2,17.00,3
01-14-07-39-01,21,15,28,233,330,159,5.00,3,17.00,1,9.67,2,12.33,3,22.33,2,19.00,3
01-14-07-39-01,20,16,28,235,332,159,5.00,3,11.00,2,11.00,2,12.33,3,23.67,2,19.00,3
01-14-07-39-01,21,15,28,235,334,161,6.33,3,11.00,2,11.00,2,5.67,3,23.67,2,20.33,3
01-14-07-39-01,23,15,26,235,338,162,6.33,3,11.00,2,11.00,2,5.67,3,20.33,1,20.33,3
01-14-07-39-01,23,14,27,239,338,162,5.00,3,11.67,2,11.67,2,8.33,3,10.33,1,23.00,3
01-14-07-39-01,22,15,27,241,341,164,5.00,3,12.33,2,8.33,2,8.33,3,10.33,1,23.00,3
01-14-07-39-01,24,15,25,241,343,164,5.00,3,12.33,2,8.33,2,8.33,3,13.00,1,23.00,3
01-14-07-39-01,23,15,26,245,344,165,5.67,3,13.00,2,9.00,2,9.00,3,13.00,1,23.67,3
01-14-07-39-01,24,15,25,245,345,167,5.67,3,13.00,2,9.00,2,9.00,3,13.67,1,23.67,3
01-14-07-39-01,25,14,25,247,348,168,6.33,3,13.00,2,9.00,2,9.67,3,10.33,1,24.33,3
01-14-07-39-01,26,12,26,249,350,168,8.33,3,13.00,2,9.00,2,5.00,3,11.00,1,26.33,3
01-14-07-39-01,26,14,24,249,353,169,8.33,3,15.00,2,11.00,2,5.00,3,5.00,1,23.67,2
01-14-07-39-01,26,15,23,251,357,170,8.33,3,16.33,2,12.33,2,5.00,3,5.67,1,25.00,2
01-14-07-39-01,25,17,22,253,359,170,8.33,3,19.00,2,11.00,2,5.00,3,6.33,1,26.33,3
01-14-07-39-01,25,18,21,255,360,171,8.33,3,21.00,2,13.00,2,5.00,3,7.00,1,17.67,2
01-14-07-39-01,27,18,19,255,364,172,8.33,3,17.67,1,13.00,2,5.00,3,9.00,1,17.67,2
01-14-07-39-01,27,18,19,258,365,173,9.00,3,19.00,1,9.67,2,5.67,3,10.33,1,18.33,2
01-14-07-39-01,27,18,19,260,366,173,9.00,3,19.00,1,9.67,2,5.67,3,10.33,1,18.33,2
01-14-07-39-01,28,17,19,261,367,175,9.67,3,20.33,1,9.67,2,6.33,3,11.67,1,18.33,2
01-14-07-39-01,28,17,19,262,369,177,9.67,3,20.33,1,9.67,2,6.33,3,11.67,1,18.33,2
01-14-07-39-01,27,16,21,265,371,178,11.67,3,20.33,1,10.33,2,8.33,3,11.67,1,19.00,2
01-14-07-39-01,27,15,22,266,371,179,12.33,3,20.33,1,10.33,2,9.00,3,11.67,1,19.00,2
01-14-07-39-01,26,16,22,266,374,181,12.33,3,19.00,2,11.00,2,9.00,3,11.67,1,19.67,2
01-14-07-39-01,26,18,20,268,379,181,12.33,3,13.00,2,13.00,2,9.00,3,13.00,1,21.67,2
01-14-07-39-01,26,18,20,271,379,181,14.33,3,14.33,2,14.33,2,11.00,3,13.67,1,23.00,2
01-14-07-39-01,27,18,19,272,381,182,14.33,3,14.33,2,13.00,1,11.00,3,14.33,1,23.00,2
01-14-07-39-01,29,18,17,272,385,184,14.33,3,14.33,2,14.33,1,11.00,3,11.67,1,23.00,2
01-14-07-54-01,0,0,0,0,0,0,5.00,3,5.00,3,5.00,3,5.00,3,5.00,3,5.00,3
01-14-07-54-01,26,19,19,0,6,0,7.00,1,7.00,3,9.00,1,6.33,2,9.00,2,8.33,2
01-14-07-54-01,29,18,17,2,10,0,5.00,1,7.67,3,11.67,3,6.33,2,9.00,2,7.00,1
01-14-07-54-01,29,17,18,5,10,0,5.00,1,9.00,3,13.00,3,6.33,2,5.67,3,7.00,1
01-14-07-54-01,29,17,18,6,11,2,5.00,1,9.00,3,13.00,3,6.33,2,5.67,3,7.00,1
01-14-07-54-01,30,17,17,6,12,5,7.00,1,5.00,1,13.00,3,6.33,2,5.67,3,8.33,2
01-14-07-54-01,29,19,16,7,17,5,5.00,1,7.00,1,13.00,3,8.33,2,5.67,3,10.33,2
01-14-07-54-01,27,19,18,11,19,5,5.00,1,7.00,1,10.33,3,5.67,2,7.00,3,7.67,2
01-14-07-54-01,26,20,18,11,19,7,5.00,1,7.00,1,10.33,3,6.33,2,7.00,3,8.33,2
01-14-07-54-01,26,20,18,11,21,11,5.00,1,7.00,1,10.33,3,6.33,2,7.00,3,8.33,2
01-14-07-54-01,25,20,19,12,24,11,5.00,1,7.00,1,12.33,3,5.00,2,5.00,3,9.00,2
01-14-07-54-01,23,22,19,14,29,11,5.00,1,7.67,1,13.00,3,6.33,2,5.67,3,11.67,2
01-14-07-54-01,22,21,21,17,30,12,5.00,1,7.67,1,14.33,3,7.67,2,7.00,3,11.67,1
01-14-07-54-01,24,21,19,18,33,12,6.33,1,9.00,1,14.33,3,7.67,2,7.00,3,13.00,2
01-14-07-54-01,26,20,18,20,34,13,8.33,1,7.00,1,11.00,1,7.67,2,7.67,3,13.00,2
01-14-07-54-01,26,21,17,22,37,14,5.00,1,7.67,1,11.67,1,8.33,2,7.67,3,13.67,2
01-14-07-54-01,27,21,16,23,37,15,6.33,1,9.00,1,13.00,1,8.33,2,7.67,3,13.67,2
01-14-07-54-01,26,22,16,25,39,17,6.33,1,9.00,1,13.00,1,9.00,2,7.67,3,10.33,2
01-14-07-54-01,26,21,17,26,40,18,6.33,1,9.00,1,13.00,1,9.00,2,9.00,3,10.33,2
01-14-07-54-01,25,21,18,27,43,20,6.33,1,9.00,1,13.00,1,9.67,2,9.67,3,11.00,2
01-14-07-54-01,26,21,17,28,47,20,5.00,1,11.67,2,13.67,3,10.33,2,10.33,3,11.67,2
01-14-07-54-01,28,21,15,28,53,21,7.00,1,13.00,2,13.67,2,11.67,2,11.00,3,13.00,2
01-14-07-54-01,29,19,16,31,53,21,8.33,1,5.00,3,13.67,2,11.67,2,13.00,3,11.00,1
01-14-07-54-01,28,20,16,32,55,21,8.33,1,5.00,3,14.33,2,12.33,2,13.00,3,11.00,1
01-14-07-54-01,27,20,17,33,56,24,5.00,3,6.33,3,15.00,2,9.00,2,14.33,3,11.00,1
01-14-07-54-01,26,21,17,34,59,26,5.00,3,6.33,3,15.00,1,5.00,2,14.33,3,11.00,1
01-14-07-54-01,24,23,17,35,62,27,5.00,3,6.33,3,15.00,1,7.00,2,10.33,2,11.00,1
01-14-07-54-01,21,25,18,37,63,29,7.00,3,5.00,3,10.33,2,5.00,2,14.33,1,11.00,1
01-14-07-54-01,20,26,18,37,68,29,7.00,3,5.00,3,5.00,2,7.00,2,14.33,1,11.00,1
01-14-07-54-01,20,24,20,39,70,31,5.00,1,7.67,3,5.67,2,7.67,2,15.00,1,11.67,1
01-14-07-54-01,20,23,21,41,71,31,5.00,1,8.33,3,5.67,2,7.67,2,15.00,1,11.67,1
01-14-07-54-01,19,25,20,43,73,32,5.67,1,8.33,3,5.67,2,10.33,2,15.67,1,12.33,1
01-14-07-54-01,19,25,20,44,73,35,5.67,1,8.33,3,5.67,2,10.33,2,15.67,1,12.33,1
01-14-07-54-01,17,27,20,46,77,36,5.67,1,8.33,3,8.33,2,5.67,2,15.67,1,12.33,1
01-14-07-54-01,17,25,22,47,78,37,5.67,3,5.67,3,8.33,2,5.67,2,15.67,1,12.33,1
01-14-07-54-01,19,24,21,48,81,37,5.00,3,7.00,3,8.33,2,5.67,2,17.00,1,9.67,1
01-14-07-54-01,19,24,21,50,85,38,5.67,3,7.67,3,9.67,2,7.00,2,11.67,2,10.33,1
01-14-07-54-01,19,26,19,50,88,38,5.67,3,7.67,3,12.33,2,5.67,2,5.67,2,5.67,1
01-14-07-54-01,17,28,19,54,89,40,5.67,3,7.67,3,9.67,2,7.00,2,7.00,2,5.67,1
01-14-07-54-01,16,29,19,55,90,41,5.67,3,7.67,3,11.00,2,8.33,2,8.33,2,5.67,1
01-14-07-54-01,16,30,18,56,93,43,5.67,3,7.67,3,11.67,2,9.00,2,9.00,2,6.33,1
01-14-07-54-01,17,30,17,57,96,43,5.67,3,7.67,3,11.67,2,9.00,2,9.00,2,7.00,1
01-14-07-54-01,17,27,20,60,96,44,7.00,1,9.67,3,11.67,2,9.00,2,9.00,2,7.00,1
01-14-07-54-01,17,27,20,60,98,45,7.00,1,9.67,3,11.67,2,9.00,2,9.00,2,7.00,1
01-14-07-54-01,18,26,20,61,100,47,7.67,1,6.33,3,11.67,2,9.00,2,9.00,2,7.67,1
01-14-07-54-01,19,24,21,63,103,47,6.33,3,8.33,3,11.67,2,9.00,2,9.00,2,9.00,1
01-14-07-54-01,20,23,21,65,107,47,5.00,3,10.33,3,12.33,2,5.67,2,5.00,1,11.67,1
01-14-07-54-01,18,25,21,67,108,48,5.00,3,10.33,3,9.67,2,7.00,2,5.00,1,11.67,1
01-14-07-54-01,19,25,20,68,110,49,5.00,3,10.33,3,9.67,2,7.00,2,5.00,1,12.33,1
01-14-07-54-01,20,24,20,69,112,51,5.67,3,7.00,3,9.67,2,7.00,2,5.67,1,13.00,1
01-14-07-54-01,20,25,19,70,115,52,5.67,3,7.00,3,10.33,2,7.67,2,6.33,1,13.67,1
01-14-07-54-01,18,27,19,73,116,53,5.67,3,7.00,3,5.67,2,9.67,2,6.33,1,13.67,1
01-14-07-54-01,19,26,19,73,118,55,6.33,3,7.67,3,5.67,2,9.67,2,7.00,1,14.33,1
01-14-07-54-01,19,26,19,74,122,56,7.00,3,8.33,3,6.33,2,10.33,2,5.00,1,15.67,1
01-14-07-54-01,19,26,19,75,126,56,5.00,3,9.00,3,7.00,2,11.00,2,5.67,1,12.33,1
01-14-07-54-01,20,23,21,77,128,57,5.00,3,11.67,1,7.00,2,11.00,2,6.33,1,13.00,1
01-14-07-54-01,20,22,22,77,130,57,5.67,3,11.67,1,7.00,2,11.00,2,6.33,1,13.00,1
01-14-07-54-01,21,20,23,79,132,59,8.33,3,11.67,3,7.00,2,10.33,3,7.00,1,13.67,1
01-14-07-54-01,21,19,24,79,133,61,9.00,3,12.33,3,7.00,2,11.00,3,7.00,1,13.67,1
