simulation_name,empty_cells,seed_cells,watered_cells,total_changes,total_tasks,total_reloads,drone0_threshold,drone0_speciality,drone1_threshold,drone1_speciality,drone2_threshold,drone2_speciality,drone3_threshold,drone3_speciality,drone4_threshold,drone4_speciality,drone5_threshold,drone5_speciality
01-14-11-09-02,26,16,22,203,313,143,8.33,3,12.33,2,5.00,1,7.67,1,9.67,2,26.33,1
01-14-11-09-02,26,16,22,205,316,143,10.33,3,13.00,2,6.33,1,9.00,1,10.33,2,20.33,3
01-14-11-09-02,27,15,22,207,316,144,5.00,3,6.33,1,8.33,1,11.00,1,10.33,2,22.33,3
01-14-11-09-02,29,15,20,208,319,144,5.00,3,7.67,1,9.67,1,8.33,1,10.33,2,22.33,3
01-14-11-09-02,29,14,21,210,319,146,5.67,3,7.67,1,9.67,1,8.33,1,10.33,2,23.00,3
01-14-11-09-02,28,15,21,211,322,147,5.67,3,7.67,1,9.67,1,8.33,1,11.00,2,23.00,3
01-14-11-09-02,27,15,22,211,325,149,6.33,3,7.67,1,9.67,1,8.33,1,7.67,2,19.67,3
01-14-11-09-02,24,18,22,213,329,149,7.00,3,8.33,1,10.33,1,9.00,1,6.33,2,20.33,3
01-14-11-09-02,22,20,22,215,331,150,7.00,3,8.33,1,10.33,1,9.00,1,8.33,2,20.33,3
01-14-11-09-02,23,19,22,216,333,151,7.67,3,5.00,1,11.00,1,9.67,1,8.33,2,21.00,3
01-14-11-09-02,23,21,20,217,337,153,7.67,3,7.00,1,13.00,1,11.67,1,10.33,2,21.00,3
01-14-11-09-02,23,22,19,218,340,154,7.67,3,5.00,1,14.33,3,13.00,1,11.00,2,21.00,3
01-14-11-09-02,22,22,20,221,342,154,8.33,3,5.00,1,14.33,1,13.00,1,12.33,2,17.67,3
01-14-11-09-02,22,22,20,223,344,154,9.67,3,5.67,1,15.00,1,9.67,1,14.33,2,11.00,3
01-14-11-09-02,23,22,19,223,345,157,9.67,3,6.33,1,11.67,1,10.33,1,14.33,2,11.00,3
01-14-11-09-02,23,23,18,224,348,158,9.67,3,8.33,1,13.67,1,12.33,1,15.00,2,11.00,3
01-14-11-09-02,21,24,19,227,350,158,10.33,3,8.33,1,13.67,1,12.33,1,16.33,2,11.67,3
01-14-11-09-02,19,26,19,229,351,159,10.33,3,8.33,1,13.67,1,12.33,1,18.33,2,11.67,3
01-14-11-09-02,18,27,19,229,352,163,10.33,3,8.33,1,13.67,1,12.33,1,19.67,2,11.67,3
01-14-11-09-02,17,28,19,230,357,164,10.33,3,8.33,1,13.67,1,12.33,1,21.00,2,11.67,3
01-14-11-09-02,16,26,22,233,358,164,9.00,3,8.33,1,6.33,2,12.33,1,23.00,2,14.33,3
01-14-11-09-02,17,25,22,233,362,164,9.67,3,9.00,1,6.33,2,13.00,1,23.00,2,15.00,3
01-14-11-09-02,18,23,23,235,364,166,11.00,3,5.67,1,6.33,2,13.67,1,23.00,2,12.33,3
01-14-11-09-02,20,22,22,236,366,166,11.67,3,5.00,1,6.33,2,15.67,1,23.00,2,13.00,3
01-14-11-09-02,19,24,21,237,370,168,11.67,3,5.67,1,7.67,2,16.33,1,24.33,2,13.00,3
01-14-11-09-02,20,25,19,238,372,169,11.67,3,7.00,1,8.33,2,13.67,1,21.00,2,13.00,3
01-14-11-09-02,22,24,18,238,376,169,12.33,3,9.00,1,8.33,2,15.67,1,21.00,2,13.67,3
01-14-11-09-02,23,25,16,240,379,169,12.33,3,6.33,1,9.00,2,11.00,1,21.67,2,13.67,3
01-14-11-09-02,22,26,16,243,381,170,13.67,3,5.00,1,6.33,2,13.00,1,23.00,2,15.00,3
01-14-11-09-02,22,26,16,244,383,171,13.67,3,5.00,1,6.33,2,13.00,1,23.00,2,15.00,3
01-14-11-09-02,24,25,15,244,385,172,14.33,3,6.33,1,6.33,2,14.33,1,23.00,2,15.67,3
01-14-11-09-02,22,27,15,248,387,173,14.33,3,6.33,1,7.67,2,14.33,1,20.33,2,15.67,3
01-14-11-09-02,22,26,16,249,388,174,11.00,3,6.33,1,7.67,2,14.33,1,20.33,2,16.33,3
01-14-11-09-02,22,25,17,250,388,178,11.67,3,6.33,1,7.67,2,14.33,1,20.33,2,17.00,3
01-14-11-09-02,22,25,17,250,391,178,11.67,3,6.33,1,7.67,2,14.33,1,20.33,2,17.00,3
01-14-11-09-02,21,24,19,250,396,178,15.00,3,7.00,1,9.00,2,11.00,1,18.33,3,8.33,3
01-14-11-09-02,19,25,20,253,400,178,17.00,3,7.00,1,7.00,2,11.00,1,8.33,3,10.33,3
01-14-11-09-02,18,24,22,255,400,178,19.67,3,7.00,1,8.33,2,11.00,1,5.00,3,13.00,3
01-14-11-09-02,19,24,21,255,403,181,19.67,3,5.00,1,8.33,2,11.67,1,5.00,3,13.00,3
01-14-11-09-02,19,24,21,257,406,181,20.33,3,5.67,1,5.00,2,8.33,1,5.67,3,13.67,3
01-14-11-24-02,0,0,0,0,0,0,5.00,3,5.00,3,5.00,3,5.00,3,5.00,3,5.00,3
01-14-11-24-02,20,24,20,0,6,0,7.00,2,7.00,1,5.67,2,5.00,3,7.00,1,9.00,3
01-14-11-24-02,18,25,21,3,8,0,5.00,2,7.00,1,7.00,2,5.67,3,7.00,1,9.67,3
01-14-11-24-02,18,25,21,6,8,1,5.00,2,7.00,1,7.00,2,5.67,3,7.00,1,9.67,3
01-14-11-24-02,18,25,21,6,8,5,5.00,2,7.00,1,7.00,2,5.67,3,7.00,1,9.67,3
01-14-11-24-02,17,26,21,6,12,6,7.00,2,7.00,1,5.00,2,5.67,3,7.00,1,9.67,3
01-14-11-24-02,15,26,23,9,16,6,8.33,2,7.00,1,6.33,2,7.00,3,7.00,1,7.00,3
01-14-11-24-02,14,25,25,12,17,7,9.67,2,7.00,1,7.67,2,9.00,3,5.67,3,9.00,3
01-14-11-24-02,18,25,21,12,21,8,9.67,2,5.67,1,7.67,2,9.00,3,5.67,3,9.00,3
01-14-11-24-02,18,24,22,14,22,9,9.67,2,5.67,1,7.67,2,9.67,3,6.33,3,9.67,3
01-14-11-24-02,18,25,21,16,24,9,10.33,2,7.00,1,8.33,2,5.67,1,6.33,3,9.67,3
01-14-11-24-02,19,24,21,18,26,11,10.33,2,7.67,1,8.33,2,6.33,1,7.00,3,6.33,3
01-14-11-24-02,20,24,20,18,29,12,10.33,2,8.33,1,8.33,2,7.00,1,7.00,3,6.33,3
01-14-11-24-02,21,25,18,19,31,13,11.00,2,11.00,1,5.00,2,9.67,1,5.00,1,6.33,3
01-14-11-24-02,21,23,20,23,32,14,11.00,2,11.00,1,5.00,2,9.67,1,5.00,1,5.67,3
01-14-11-24-02,21,22,21,24,32,16,10.33,3,11.00,1,5.00,2,9.67,1,5.00,1,7.00,3
01-14-11-24-02,21,22,21,24,34,18,10.33,3,11.00,1,5.00,2,9.67,1,5.00,1,7.00,3
01-14-11-24-02,19,23,22,26,38,19,11.00,3,9.67,2,7.00,2,9.67,1,5.00,1,7.67,3
01-14-11-24-02,17,23,24,27,41,19,10.33,2,11.00,2,5.67,2,9.67,1,5.00,1,5.00,3
01-14-11-24-02,16,22,26,30,42,21,11.00,2,11.00,1,6.33,2,9.67,1,5.00,1,5.00,3
01-14-11-24-02,15,23,26,30,45,22,12.33,2,11.00,1,7.67,2,9.67,1,5.00,1,5.00,3
01-14-11-24-02,18,23,23,31,53,22,13.67,2,6.33,2,9.00,2,5.00,1,8.33,1,5.00,3
01-14-11-24-02,21,21,22,32,56,22,13.67,2,6.33,2,9.00,2,7.67,1,7.00,1,6.33,3
01-14-11-24-02,22,20,22,35,56,23,13.67,2,6.33,2,9.00,2,8.33,1,7.67,1,7.00,3
01-14-11-24-02,24,20,20,36,58,24,13.67,2,6.33,2,5.00,1,7.00,1,10.33,1,7.00,3
01-14-11-24-02,24,20,20,38,58,26,13.67,2,6.33,2,5.00,1,7.00,1,10.33,1,7.00,3
01-14-11-24-02,23,21,20,39,61,27,10.33,2,7.00,2,5.00,1,7.00,1,10.33,1,7.00,3
01-14-11-24-02,22,20,22,42,62,29,11.00,2,7.67,2,5.00,1,7.00,1,10.33,1,9.00,3
01-14-11-24-02,22,20,22,42,65,30,11.00,2,7.67,2,5.00,1,7.00,1,10.33,1,9.00,3
01-14-11-24-02,24,18,22,43,68,31,11.00,2,7.67,2,7.00,1,9.00,1,5.67,1,7.67,3
01-14-11-24-02,24,16,24,46,69,31,11.00,2,7.67,2,7.00,1,9.00,1,5.67,1,9.00,3
01-14-11-24-02,22,18,24,47,72,32,8.33,2,9.00,2,7.00,1,9.00,1,5.67,1,9.00,3
01-14-11-24-02,23,17,24,48,73,34,8.33,2,9.00,2,7.67,2,11.00,1,5.00,1,9.67,3
01-14-11-24-02,22,19,23,50,78,35,10.33,2,11.00,2,5.67,2,11.67,1,5.67,1,9.67,3
01-14-11-24-02,22,19,23,52,78,35,11.00,2,7.67,2,6.33,2,8.33,1,6.33,1,10.33,3
01-14-11-24-02,21,20,23,54,79,38,11.67,2,8.33,2,7.00,2,8.33,1,6.33,1,10.33,3
01-14-11-24-02,22,20,22,54,83,38,11.67,2,8.33,2,7.00,2,9.67,1,7.67,1,10.33,3
01-14-11-24-02,22,17,25,56,85,40,11.67,2,8.33,2,7.00,2,9.67,1,7.67,1,8.33,3
01-14-11-24-02,21,16,27,58,88,40,12.33,2,5.00,2,7.67,2,9.67,1,7.67,1,9.67,3
01-14-11-24-02,21,16,27,60,89,42,13.00,2,5.67,2,8.33,2,6.33,1,8.33,1,11.00,3
01-14-11-24-02,22,16,26,61,90,42,13.00,2,5.67,2,8.33,2,7.00,1,9.00,1,11.00,3
01-14-11-24-02,21,18,25,62,93,43,14.33,2,7.00,2,5.67,2,7.67,1,5.67,1,11.00,3
01-14-11-24-02,21,19,24,64,96,44,15.67,2,5.00,2,7.00,2,8.33,1,6.33,1,10.33,1
01-14-11-24-02,22,18,24,64,99,44,15.67,2,5.00,2,7.00,2,9.00,1,7.00,1,11.00,1
01-14-11-24-02,22,18,24,67,100,45,16.33,2,5.67,2,7.67,2,9.67,1,7.67,1,11.67,1
01-14-11-24-02,22,19,23,68,102,45,17.00,2,6.33,2,8.33,2,10.33,1,8.33,1,8.33,1
01-14-11-24-02,24,20,20,69,106,48,17.67,3,7.67,2,9.67,2,5.67,1,7.00,1,11.00,1
01-14-11-24-02,25,20,19,70,111,48,17.67,3,7.67,2,9.67,2,7.00,1,8.33,1,12.33,1
01-14-11-24-02,27,18,19,71,111,48,15.00,1,5.67,3,9.67,2,5.00,1,12.33,1,10.33,3
01-14-11-24-02,27,18,19,74,112,49,15.00,1,5.67,3,9.67,2,5.00,1,12.33,1,10.33,3
01-14-11-24-02,27,17,20,75,112,51,15.00,1,6.33,3,9.67,2,5.00,1,12.33,1,11.00,3
01-14-11-24-02,26,18,20,75,114,54,15.00,1,5.00,2,10.33,2,5.00,1,12.33,1,11.00,3
01-14-11-24-02,22,22,20,77,120,54,15.00,1,6.33,3,11.00,2,5.00,1,5.00,2,11.00,3
01-14-11-24-02,19,24,21,80,124,54,15.00,1,7.67,3,6.33,2,5.00,1,7.67,2,5.00,3
01-14-11-24-02,21,25,18,81,125,55,17.00,1,5.67,2,7.67,2,7.00,1,9.00,2,5.00,3
01-14-11-24-02,23,25,16,83,127,56,19.00,1,5.67,2,7.67,2,9.00,1,9.00,2,5.00,3
01-14-11-24-02,23,26,15,85,130,56,21.00,1,5.00,2,5.00,1,11.00,1,9.67,2,5.00,3
01-14-11-24-02,23,25,16,86,130,58,18.33,3,5.00,2,5.00,1,11.00,1,9.67,2,5.67,3
01-14-11-24-02,23,25,16,87,133,60,18.33,3,5.00,2,5.00,1,11.00,1,9.67,2,5.67,3
01-14-11-24-02,23,25,16,88,135,60,19.00,3,5.00,3,5.67,1,7.67,1,10.33,2,6.33,3
01-14-11-24-02,22,24,18,91,138,61,20.33,3,6.33,3,5.67,1,7.67,1,11.00,2,5.00,3
01-14-11-24-02,23,23,18,92,139,61,21.67,3,6.33,2,5.00,1,9.67,1,9.00,3,6.33,3
01-14-11-24-02,25,22,17,94,141,62,22.33,1,5.00,3,5.67,1,12.33,1,10.33,3,7.67,3
01-14-11-24-02,26,22,16,95,143,62,23.00,3,5.00,3,6.33,1,13.00,1,10.33,3,7.67,3
01-14-11-24-02,26,23,15,97,144,63,16.33,1,5.00,3,7.67,1,14.33,1,10.33,3,7.67,3
01-14-11-24-02,26,23,15,99,145,64,16.33,1,5.00,3,7.67,1,14.33,1,10.33,3,7.67,3
01-14-11-24-02,25,23,16,101,146,67,16.33,1,5.67,3,7.67,1,14.33,1,8.33,2,8.33,3
01-14-11-24-02,25,23,16,101,148,69,16.33,1,5.67,3,7.67,1,14.33,1,8.33,2,8.33,3
01-14-11-24-02,24,22,18,104,150,70,16.33,1,6.33,2,7.67,1,14.33,1,9.00,2,5.67,3
01-14-11-24-02,23,22,19,105,152,70,16.33,1,7.00,2,7.67,1,14.33,1,9.67,2,7.00,3
01-14-11-24-02,24,21,19,106,154,72,17.00,1,7.00,2,8.33,1,15.00,1,9.67,2,7.67,3
01-14-11-24-02,25,20,19,107,157,72,17.67,1,7.00,2,9.00,1,15.67,1,9.67,2,8.33,3
01-14-11-24-02,25,20,19,110,158,73,14.33,1,6.33,3,9.67,1,16.33,1,6.33,2,9.00,3
01-14-11-24-02,26,20,18,111,160,74,15.00,1,6.33,3,6.33,1,17.00,1,6.33,2,9.00,3
01-14-11-24-02,27,21,16,113,162,75,17.00,1,6.33,3,8.33,1,19.00,1,7.00,2,9.00,3
01-14-11-24-02,26,22,16,114,163,76,15.00,2,6.33,3,8.33,1,19.00,1,8.33,2,9.00,3
01-14-11-24-02,24,24,16,117,165,78,16.33,2,6.33,3,8.33,1,19.00,1,9.67,2,9.00,3
01-14-11-24-02,24,24,16,117,168,79,16.33,2,6.33,3,8.33,1,19.00,1,9.67,2,9.00,3
01-14-11-24-02,25,22,17,117,170,81,16.33,2,7.00,2,9.00,1,19.67,1,9.00,3,10.33,3
01-14-11-24-02,24,22,18,119,174,81,17.67,1,5.00,2,9.00,1,19.67,1,9.67,3,7.00,3
01-14-11-24-02,23,20,21,121,175,81,17.67,1,5.67,2,9.00,1,19.67,1,11.67,2,9.67,3
01-14-11-24-02,23,21,20,122,177,83,18.33,1,6.33,2,9.67,1,16.33,1,12.33,3,9.67,3
01-14-11-24-02,24,20,20,123,180,85,11.00,3,6.33,2,10.33,1,17.00,1,12.33,2,11.67,3
01-14-11-24-02,23,20,21,125,183,86,11.67,3,7.00,2,10.33,1,17.00,1,9.00,2,12.33,1
01-14-11-24-02,22,19,23,126,186,87,13.00,3,5.00,2,10.33,1,17.00,1,9.67,2,9.67,3
01-14-11-24-02,18,22,24,128,188,88,14.33,3,9.00,2,10.33,1,17.00,1,7.67,2,11.00,3
01-14-11-24-02,16,24,24,129,192,88,14.33,3,10.33,2,10.33,1,17.00,1,9.00,2,11.00,3
01-14-11-24-02,17,23,24,130,192,91,11.00,3,10.33,2,7.00,1,17.67,1,9.00,2,11.67,3
01-14-11-24-02,15,25,24,132,196,92,11.00,3,13.00,3,7.00,1,17.67,1,5.67,2,11.67,3
01-14-11-24-02,15,25,24,134,198,92,11.67,3,13.67,3,7.67,1,11.67,2,7.67,2,12.33,3
01-14-11-24-02,17,25,22,134,201,93,11.67,3,13.67,3,11.00,1,11.67,2,7.67,2,12.33,3
01-14-11-24-02,19,24,21,136,202,94,13.00,3,15.00,3,12.33,1,11.67,2,7.67,2,13.67,3
01-14-11-24-02,20,25,19,137,207,94,13.00,3,15.00,3,9.67,1,13.00,2,8.33,3,13.67,3
01-14-11-24-02,18,27,19,139,207,95,13.00,3,15.00,3,9.67,1,5.00,2,8.33,3,13.67,3
01-14-11-24-02,18,27,19,141,208,98,13.00,3,15.00,3,9.67,1,5.00,2,8.33,3,13.67,3
01-14-11-24-02,18,26,20,142,209,98,13.67,3,15.67,3,9.67,1,5.00,2,9.00,3,10.33,3
01-14-11-24-02,18,25,21,143,211,100,10.33,3,16.33,3,9.67,1,5.00,2,9.67,3,11.00,3
01-14-11-24-02,17,24,23,146,213,101,11.67,3,13.67,3,9.67,1,5.00,2,7.00,3,12.33,3
01-14-11-24-02,18,25,21,147,216,101,11.67,3,13.67,3,7.00,1,5.67,2,7.00,3,12.33,3
01-14-11-24-02,18,26,20,149,218,102,11.67,3,13.67,3,7.67,1,5.00,2,7.00,3,12.33,3
01-14-11-24-02,19,27,18,151,220,102,11.67,3,13.67,3,5.00,1,5.67,2,7.00,3,12.33,3
01-14-11-24-02,19,27,18,153,220,104,11.67,3,13.67,3,5.00,1,5.67,2,7.00,3,12.33,3
01-14-11-24-02,19,27,18,154,221,106,11.67,3,13.67,3,5.00,1,5.67,2,7.00,3,12.33,3
01-14-11-24-02,19,26,19,155,223,107,12.33,3,10.33,3,5.00,1,5.67,2,7.67,3,13.00,3
01-14-11-24-02,18,25,21,157,225,108,9.67,3,11.67,3,5.00,1,6.33,2,9.00,3,14.33,3
01-14-11-24-02,17,26,21,159,229,108,10.33,3,12.33,3,5.67,1,7.67,2,9.67,3,11.00,3
01-14-11-24-02,18,25,21,161,231,110,11.67,3,13.67,3,6.33,1,7.67,2,11.00,3,5.00,3
01-14-11-24-02,19,26,19,162,235,110,11.67,3,13.67,3,5.00,1,8.33,2,11.00,3,5.00,3
01-14-11-24-02,21,25,18,164,237,111,8.33,3,14.33,3,6.33,1,8.33,2,11.67,3,5.67,3
01-14-11-24-02,23,25,16,164,239,113,8.33,3,14.33,3,8.33,1,8.33,2,11.67,3,5.67,3
01-14-11-24-02,23,24,17,167,240,113,9.00,3,11.00,3,8.33,1,8.33,2,12.33,3,6.33,3
01-14-11-24-02,23,23,18,168,242,113,10.33,3,5.00,3,8.33,1,8.33,2,13.67,3,7.67,3
01-14-11-24-02,24,21,19,170,243,115,7.67,3,6.33,3,5.00,1,8.33,2,15.00,3,5.00,3
01-14-11-24-02,24,21,19,171,246,118,7.67,3,6.33,3,5.00,1,8.33,2,15.00,3,5.00,3
01-14-11-24-02,23,20,21,173,248,118,9.67,3,8.33,3,5.00,1,9.00,2,16.33,2,7.00,3
01-14-11-24-02,21,21,22,175,249,119,11.00,3,9.67,3,5.00,1,10.33,2,13.67,2,5.00,3
01-14-11-24-02,23,21,20,175,253,119,11.00,3,9.67,3,6.33,1,10.33,2,13.67,2,5.00,3
01-14-11-24-02,24,20,20,178,254,120,5.00,3,11.00,3,7.00,1,10.33,2,13.67,2,6.33,3
01-14-11-24-02,24,19,21,180,256,120,7.00,3,13.00,3,7.00,1,10.33,2,13.67,2,5.00,3
01-14-11-24-02,26,18,20,180,258,122,7.67,3,13.67,3,8.33,1,10.33,2,13.67,2,5.67,3
01-14-11-24-02,26,17,21,181,260,124,8.33,3,14.33,3,8.33,1,10.33,2,13.67,2,6.33,3
01-14-11-24-02,24,18,22,183,263,124,5.00,3,15.00,3,5.67,2,11.67,2,11.00,2,7.00,3
01-14-11-24-02,24,18,22,184,266,125,5.67,3,11.67,3,6.33,2,8.33,2,11.67,2,7.67,3
01-14-11-24-02,23,18,23,185,267,127,5.00,3,13.00,3,7.67,2,5.00,2,13.00,2,9.00,3
01-14-11-24-02,23,19,22,187,271,127,5.00,3,13.00,3,8.33,2,5.67,2,13.67,2,9.00,3
01-14-11-24-02,21,20,23,190,271,129,5.67,3,13.67,3,7.00,2,5.00,2,17.00,2,9.67,3
01-14-11-24-02,22,20,22,190,274,130,5.67,3,13.67,3,7.00,2,5.00,2,17.00,2,9.67,3
01-14-11-24-02,23,19,22,191,277,131,6.33,3,14.33,3,7.00,2,5.00,2,17.00,1,6.33,3
01-14-11-24-02,23,16,25,194,278,131,8.33,3,12.33,3,7.00,2,5.00,2,17.00,1,8.33,3
01-14-11-24-02,22,16,26,196,280,133,9.67,3,5.67,3,7.67,2,5.00,2,17.00,1,9.67,3
01-14-11-24-02,23,16,25,196,280,134,9.67,3,5.67,3,7.67,2,5.00,2,17.67,1,9.67,3
01-14-11-24-02,22,19,23,199,285,134,9.67,3,5.67,3,9.67,2,7.00,2,15.67,2,9.67,3
01-14-11-24-02,21,20,23,201,286,136,9.67,3,5.67,3,10.33,2,5.00,2,16.33,2,9.67,3
01-14-11-24-02,21,20,23,202,288,137,9.67,3,5.67,3,10.33,2,5.00,2,16.33,2,9.67,3
01-14-11-24-02,21,18,25,204,289,139,11.67,3,7.67,3,10.33,2,5.00,2,16.33,2,11.00,1
01-14-11-24-02,21,17,26,205,290,140,8.33,3,8.33,3,10.33,2,5.00,2,16.33,2,11.00,1
01-14-11-24-02,20,17,27,207,293,142,10.33,3,10.33,3,11.00,2,5.67,2,17.00,2,11.00,1
01-14-11-24-02,20,19,25,209,297,142,10.33,3,10.33,3,9.00,2,5.00,2,19.00,2,8.33,1
01-14-11-24-02,19,21,24,210,299,143,10.33,3,10.33,3,11.67,2,5.00,2,21.00,1,9.00,1
01-14-11-24-02,21,22,21,212,302,143,10.33,3,10.33,3,12.33,2,5.67,2,11.67,1,11.67,1
01-14-11-24-02,22,22,20,214,303,144,10.33,3,10.33,3,12.33,2,5.67,2,13.00,1,13.00,1
01-14-11-24-02,22,22,20,215,304,146,10.33,3,10.33,3,12.33,2,5.67,2,13.00,1,13.00,1
01-14-11-24-02,21,22,21,217,306,148,11.00,3,7.00,3,13.00,2,6.33,2,13.00,1,13.00,1
01-14-11-24-02,21,21,22,218,309,149,11.67,3,7.67,3,13.00,2,6.33,2,13.00,1,11.67,3
01-14-11-24-02,21,23,20,220,311,150,10.33,1,7.67,3,7.00,2,5.00,2,15.67,1,11.67,1
01-14-11-24-02,23,22,19,221,314,152,11.67,1,8.33,3,7.00,2,5.00,2,17.00,1,8.33,3
01-14-11-24-02,23,23,18,223,315,152,12.33,1,8.33,3,7.67,2,5.67,2,13.67,1,8.33,3
01-14-11-24-02,22,24,18,224,318,153,12.33,1,8.33,3,9.00,2,7.00,2,13.67,1,8.33,3
01-14-11-24-02,22,24,18,226,320,154,13.00,1,9.00,3,5.67,2,7.67,2,14.33,1,9.00,3
01-14-11-24-02,22,23,19,227,321,155,13.00,1,5.67,3,5.67,2,7.67,2,14.33,1,9.67,3
01-14-11-24-02,22,24,18,227,325,156,13.67,1,5.67,3,7.00,2,5.00,2,15.00,1,9.67,3
01-14-11-24-02,20,24,20,231,326,157,13.67,1,7.00,3,5.00,2,7.00,2,15.00,1,7.00,3
01-14-11-24-02,20,24,20,232,328,157,13.67,1,7.00,3,5.00,2,7.00,2,15.00,1,7.00,3
01-14-11-24-02,23,25,16,233,331,157,5.00,1,7.00,3,5.67,2,7.67,2,18.33,1,7.00,3
01-14-11-24-02,24,25,15,235,332,158,5.67,1,7.00,3,5.67,2,7.67,2,19.00,1,7.00,3
01-14-11-24-02,23,26,15,237,333,159,5.67,1,7.00,3,6.33,2,8.33,2,19.00,1,7.00,3
01-14-11-24-02,23,26,15,238,334,161,5.67,1,7.00,3,6.33,2,8.33,2,19.00,1,7.00,3
01-14-11-24-02,22,26,16,240,336,163,5.67,1,5.00,3,7.00,2,9.00,2,19.00,1,7.67,3
01-14-11-24-02,22,25,17,241,338,164,5.67,1,5.67,3,7.00,2,9.00,2,19.00,1,5.00,3
01-14-11-24-02,23,23,18,242,341,165,7.00,1,7.00,3,7.00,2,9.00,2,20.33,1,6.33,3
01-14-11-24-02,23,21,20,245,343,166,7.00,1,9.00,3,7.00,2,9.00,2,16.33,3,8.33,3
01-14-11-24-02,25,20,19,246,344,167,9.67,1,5.00,3,5.67,1,9.00,2,17.67,3,9.67,3
01-14-11-24-02,25,21,18,248,347,168,10.33,1,5.00,3,6.33,1,9.67,2,17.67,3,9.67,3
01-14-11-24-02,25,22,17,249,349,169,11.00,1,5.00,3,5.00,2,10.33,2,17.67,3,9.67,3
01-14-11-24-02,25,23,16,250,352,171,11.67,1,5.00,3,5.00,2,11.67,2,17.67,3,9.67,3
01-14-11-24-02,25,24,15,251,353,172,8.33,1,5.00,3,5.67,2,12.33,2,17.67,3,9.67,3
01-14-11-24-02,25,23,16,253,354,173,8.33,1,5.67,3,5.67,2,12.33,2,18.33,3,10.33,3
01-14-11-24-02,25,22,17,254,356,173,8.33,1,6.33,3,5.67,2,12.33,2,19.00,3,7.00,3
01-14-11-24-02,25,20,19,255,358,175,8.33,1,5.67,3,5.67,2,12.33,2,16.33,3,8.33,3
01-14-11-24-02,26,18,20,257,361,176,9.00,1,7.67,3,5.67,2,12.33,2,18.33,3,10.33,1
01-14-11-24-02,25,19,20,258,365,176,9.67,1,8.33,3,7.00,2,13.67,2,19.00,3,11.00,1
01-14-11-24-02,23,20,21,262,366,177,9.67,1,5.00,3,5.00,2,15.00,2,20.33,3,11.00,1
01-14-11-24-02,22,21,21,263,367,179,9.67,1,5.00,3,5.00,2,16.33,2,20.33,3,11.00,1
01-14-11-24-02,22,21,21,263,368,183,9.67,1,5.00,3,5.00,2,16.33,2,20.33,3,11.00,1
01-14-11-24-02,21,22,21,263,372,183,9.67,1,5.00,3,6.33,2,17.67,2,20.33,3,11.00,1
01-14-11-24-02,18,23,23,267,374,183,9.67,1,6.33,3,8.33,2,15.67,2,17.67,3,9.67,3
01-14-11-24-02,19,22,23,267,378,184,10.33,1,7.00,3,8.33,2,15.67,2,18.33,3,10.33,3
01-14-11-24-02,20,20,24,269,379,185,7.00,1,9.00,3,8.33,2,15.67,2,20.33,3,5.67,3
01-14-11-24-02,20,19,25,272,380,186,7.00,1,9.67,3,8.33,2,15.67,2,21.00,3,6.33,3
01-14-11-24-02,20,18,26,272,381,188,7.00,1,6.33,3,8.33,2,15.67,2,21.67,3,7.00,3
01-14-11-39-02,0,0,0,0,0,0,5.00,3,5.00,3,5.00,3,5.00,3,5.00,3,5.00,3
01-14-11-39-02,20,27,17,1,8,0,5.00,2,7.67,3,6.33,1,5.67,1,9.67,3,6.33,1
01-14-11-39-02,18,30,16,3,11,0,6.33,3,7.67,3,7.00,1,6.33,1,9.67,3,7.00,1
01-14-11-39-02,19,31,14,6,13,1,6.33,3,7.67,3,5.00,1,8.33,1,9.67,3,5.67,1
01-14-11-39-02,19,31,14,7,13,3,6.33,3,7.67,3,5.00,1,8.33,1,9.67,3,5.67,1
01-14-11-39-02,19,31,14,7,15,5,6.33,3,7.67,3,5.00,1,8.33,1,9.67,3,5.67,1
01-14-11-39-02,19,29,16,9,18,6,8.33,3,5.00,3,5.00,1,8.33,1,11.67,3,5.67,1
01-14-11-39-02,19,26,19,12,19,6,6.33,3,7.00,3,5.00,1,8.33,1,9.67,3,5.67,1
01-14-11-39-02,21,27,16,12,23,6,6.33,3,7.00,3,8.33,2,7.67,1,9.67,3,6.33,1
01-14-11-39-02,22,28,14,15,25,7,5.67,2,7.00,3,9.00,2,9.67,3,9.67,3,6.33,1
01-14-11-39-02,22,28,14,16,26,7,5.67,2,7.00,3,9.00,2,9.67,3,9.67,3,6.33,1
01-14-11-39-02,21,29,14,18,26,11,6.33,2,7.00,3,9.67,2,9.67,3,9.67,3,6.33,1
01-14-11-39-02,20,30,14,18,29,12,5.00,2,7.00,3,11.00,2,9.67,3,9.67,3,6.33,1
01-14-11-39-02,19,29,16,21,31,13,6.33,2,8.33,3,5.00,2,7.00,3,7.00,3,6.33,1
01-14-11-39-02,19,28,17,22,34,13,6.33,2,5.00,3,5.00,2,7.67,3,7.67,3,6.33,1
01-14-11-39-02,23,26,15,23,38,14,6.33,2,7.00,3,5.00,2,5.00,3,9.67,3,9.00,1
01-14-11-39-02,24,25,15,25,39,14,6.33,2,5.00,1,5.00,2,6.33,3,5.00,3,10.33,1
01-14-11-39-02,23,26,15,26,41,15,5.00,2,5.00,1,5.67,2,6.33,3,5.00,3,10.33,1
01-14-11-39-02,22,27,15,28,42,18,5.67,2,5.00,1,6.33,2,6.33,3,5.00,3,10.33,1
